,CVE_CLPV,FECHA_ENT,FECHA_VEN,CAN_TOT
325,      6760,2019-10-02 00:00:00,2019-10-02,1164.5271
326,      4486,2019-10-02 00:00:00,2019-10-02,2088.0
327,      6862,2019-10-02 00:00:00,2019-10-02,224.13600000000002
328,      3108,2019-10-02 00:00:00,2019-10-02,225.00000000000003
329,      4631,2019-10-02 00:00:00,2019-11-01,1623.0000000000002
330,      6278,2019-09-09 00:00:00,2019-10-02,682.7600000000001
331,      5037,2019-10-02 00:00:00,2019-10-02,948.5400000000001
332,      5258,2019-10-02 00:00:00,2019-10-02,270.1
333,      5902,2019-10-02 00:00:00,2019-10-02,237.93240000000003
334,      3655,2019-10-02 00:00:00,2019-10-02,258.62
335,      3655,2019-09-17 00:00:00,2019-10-02,5420.320000000001
336,         6,2019-10-02 00:00:00,2019-10-17,2655.0
337,      6720,2019-10-02 00:00:00,2019-10-10,60000.00000000001
338,      5926,2019-10-02 00:00:00,2019-10-02,623.73
339,      6720,2019-10-02 00:00:00,2019-10-10,60000.00000000001
340,       251,2019-10-04 00:00:00,2019-11-02,10500.0
341,      3610,2019-09-25 00:00:00,2019-11-02,1000.0000000000001
342,      3610,2019-10-03 00:00:00,2019-11-02,1500.0000000000002
343,      1083,2019-10-04 00:00:00,2019-10-03,4070.55
344,      5926,2019-10-03 00:00:00,2019-10-03,633.96
345,      4563,2019-10-03 00:00:00,2019-10-03,3662.7571000000007
346,      6322,2019-09-23 00:00:00,2019-10-03,8143.800000000001
347,      6295,2019-10-03 00:00:00,2019-10-03,1046.5600000000002
348,      1429,2019-10-03 00:00:00,2019-11-02,1490.0000000000002
349,      5106,2019-10-03 00:00:00,2019-10-03,460.00000000000006
350,      6860,2019-10-03 00:00:00,2019-10-03,420.0862
351,      5926,2019-10-02 00:00:00,2019-10-03,448.28000000000003
352,      2746,2019-10-03 00:00:00,2019-10-03,2410.2200000000003
353,      1965,2019-10-03 00:00:00,2019-10-18,6516.0
354,      3182,2019-10-03 00:00:00,2019-10-03,3436.2600000000007
355,      2385,2019-09-03 00:00:00,2019-11-02,16000.000000000002
356,      2265,2019-10-03 00:00:00,2019-10-18,1701.9
357,      2265,2019-10-03 00:00:00,2019-10-18,1015.0400000000001
358,      2265,2019-10-03 00:00:00,2019-10-18,1701.9
359,      5926,2019-10-03 00:00:00,2019-10-03,284.53000000000003
360,      4605,2019-10-03 00:00:00,2019-10-03,1100.3000000000002
361,      5926,2019-10-02 00:00:00,2019-10-03,318.4200000000001
362,      5926,2019-10-02 00:00:00,2019-10-03,56.71000000000001
363,      3630,2019-10-03 00:00:00,2019-10-18,714.0000000000001
364,      1429,2019-10-04 00:00:00,2019-11-03,1490.0000000000002
365,      3610,2019-09-25 00:00:00,2019-11-03,400.00000000000006
366,         9,2019-10-04 00:00:00,2019-11-03,7590.000000000001
367,      6576,2019-09-25 00:00:00,2019-10-04,3117.4500000000003
368,      1053,2019-09-26 00:00:00,2019-11-03,8686.41
369,      5926,2019-10-04 00:00:00,2019-10-04,813.8103000000001
370,      3063,2019-09-12 00:00:00,2019-10-04,1889.0200000000002
371,      6864,2019-10-04 00:00:00,2019-10-04,2370.0
372,      5148,2019-10-04 00:00:00,2019-10-19,3850.0000000000005
373,      5847,2019-10-04 00:00:00,2019-10-04,7665.06
374,      6741,2019-09-30 00:00:00,2019-10-04,258.62
375,      6111,2019-10-04 00:00:00,2019-10-04,449.3
376,      3806,2019-09-24 00:00:00,2019-10-04,3356.8444000000004
377,      5615,2019-09-25 00:00:00,2019-10-04,789.0000000000001
378,      6396,2019-10-04 00:00:00,2019-10-04,813.9200000000001
379,       161,2019-09-26 00:00:00,2019-11-03,1054.0
380,      3545,2019-10-04 00:00:00,2019-10-19,1236.0
381,      4649,2019-10-04 00:00:00,2019-10-04,1140.0
382,      6865,2019-10-04 00:00:00,2019-10-04,349.14000000000004
383,      2901,2019-10-04 00:00:00,2019-11-03,3430.0
384,      6426,2019-10-04 00:00:00,2019-10-04,740.0000000000001
385,      5068,2019-09-13 00:00:00,2019-11-18,3572.5
386,      1159,2019-10-04 00:00:00,2019-11-03,675.0
387,      1159,2019-10-03 00:00:00,2019-11-03,2430.0
388,      1159,2019-10-04 00:00:00,2019-11-03,675.0
389,      3931,2019-10-04 00:00:00,2019-10-04,784.0
390,      4776,2019-10-04 00:00:00,2019-10-04,2203.25
391,      3610,2019-09-25 00:00:00,2019-11-03,5600.000000000001
392,      4766,2019-10-04 00:00:00,2019-10-04,113.4
393,      6278,2019-09-24 00:00:00,2019-10-04,908.6200000000001
394,      5926,2019-10-04 00:00:00,2019-10-04,340.0
395,      4605,2019-10-04 00:00:00,2019-10-04,442.6
396,      3930,2019-10-01 00:00:00,2019-11-06,72720.0
397,      5926,2019-10-07 00:00:00,2019-10-07,784.62
398,      2385,2019-09-09 00:00:00,2019-11-06,1200.0
399,      6812,2019-10-07 00:00:00,2019-10-07,2609.25
400,      5926,2019-10-07 00:00:00,2019-10-07,392.35
401,      6867,2019-10-07 00:00:00,2019-10-07,410.34430000000003
402,      6861,2019-10-07 00:00:00,2019-10-07,6050.2
403,      3803,2019-09-04 00:00:00,2019-10-22,2000.0000000000002
404,      5926,2019-10-07 00:00:00,2019-10-07,650.0
405,      5598,2019-10-01 00:00:00,2019-10-07,571.6400000000001
406,      6754,2019-09-24 00:00:00,2019-10-07,1267.89
407,      6369,2019-10-07 00:00:00,2019-10-07,3300.0000000000005
408,      3852,2019-10-04 00:00:00,2019-10-23,2853.75
409,       941,2019-10-08 00:00:00,2019-11-07,11100.0
410,      5926,2019-10-08 00:00:00,2019-10-08,717.24
411,      1852,2019-10-08 00:00:00,2019-10-23,659.8
412,      3852,2019-10-04 00:00:00,2019-10-23,2427.5
413,      6869,2019-10-08 00:00:00,2019-10-08,315.90000000000003
414,      5926,2019-09-20 00:00:00,2019-10-08,498.28000000000003
415,      4607,2019-10-08 00:00:00,2019-10-23,5800.000000000001
416,      4802,2019-10-08 00:00:00,2019-10-08,48.00000000000001
417,      1852,2019-10-08 00:00:00,2019-10-23,659.7987
418,      6870,2019-10-08 00:00:00,2019-10-08,5255.25
419,      5926,2019-10-08 00:00:00,2019-10-08,44.84
420,      5926,2019-10-08 00:00:00,2019-10-08,575.8620000000001
421,      5926,2019-10-08 00:00:00,2019-10-08,1398.88
422,      6582,2019-10-09 00:00:00,2019-10-09,3442.1400000000003
423,      6111,2019-10-09 00:00:00,2019-10-09,1387.94
424,      6871,2019-10-09 00:00:00,2019-10-09,47.42
